인허가일자,상태코드,폐업일자,사업장명,구명,동명
20100420,1,0,파리바게뜨분평행복점,서원구,분평동
20100428,1,0,뚜레쥬르비하계룡점,흥덕구,비하동
20100617,1,0,파리바게뜨사직캐슬점,서원구,사직동
20130731,1,0,뚜레쥬르 청주용정점,상당구,용정동
20130814,1,0,떡담 청주분평점,서원구,분평동
20130902,1,0,좋은아침(금천점),상당구,용담동
20130910,1,0,기분좋은날,청원구,오창읍
20060320,1,0,빵쟁이네,흥덕구,봉명동
20131114,1,0,파리바게뜨 청주율량타운,청원구,주중동
20140213,1,0,파리바게뜨청주율량칸타빌점,청원구,주성동
20060508,1,0,뚜레쥬르 청주사천점,청원구,사천동
20060509,1,0,몽블랑제(주)동청주점,청원구,율량동
20060511,1,0,그린하우스,청원구,오창읍
20060602,1,0,뚜레쥬르 오창한라점,청원구,오창읍
20060609,1,0,파리바케트오창쌍용점,청원구,오창읍
20060906,1,0,파리바게트오창중앙점,청원구,오창읍
20061002,1,0,파리바게트모충점,서원구,모충동
20061204,1,0,뚜레쥬르용암부영점,상당구,용암동
19760303,1,0,케익 작업실. 슈가크래프트,흥덕구,복대동
20181017,1,0,파리바게뜨청주용정점,상당구,용정동
20181119,1,0,뚜레쥬르(청주방서점),상당구,방서동
20181218,1,0,파리바게뜨오창롯데캐슬,청원구,오창읍
20201210,1,0,봄내음,흥덕구,가경동
20201216,1,0,뚜레쥬르 청주터미널점2,흥덕구,가경동
20201216,1,0,뚜레쥬르 청주터미널점,흥덕구,가경동
20201202,1,0,포블리스빵공방,서원구,남이면
20201222,1,0,해피투유(happy to you),흥덕구,봉명동
20210104,1,0,파리바게뜨 서현홍골지구점,흥덕구,가경동
20201124,1,0,그린브라우니 가경점,흥덕구,가경동
20201229,1,0,경주제과 죽암(부산)휴게소점,서원구,현도면
20201218,1,0,방서동디저트,상당구,방서동
20190128,2,20190227,머거보라,흥덕구,가경동
20190328,2,20200819,정성용빠네떼리아,상당구,방서동
20190409,2,20200310,빵굽는마을,흥덕구,오송읍
20190424,2,20210331,팔구빵집,상당구,북문로2가
20190926,2,20190930,베즐리,흥덕구,복대동
20190829,2,20201201,퐁당케이크,상당구,북문로2가
20190807,2,20200810,파티세리 몽슈슈,흥덕구,복대동
20190725,2,20190729,베즐리,흥덕구,복대동
20190627,2,20190701,베즐리,흥덕구,복대동
20190813,2,20200622,플레이스38 오창점,청원구,오창읍
20191112,2,20210824,빵굽는집,흥덕구,복대동
20200103,2,20200106,로티서울,흥덕구,복대동
20200116,2,20200120,베즐리,흥덕구,복대동
20200310,2,20200316,흥흥,흥덕구,복대동
20200220,2,20200224,베즐리,흥덕구,복대동
20200120,2,20210615,소복빵집,흥덕구,비하동
20200521,2,20210702,미로제과점,청원구,주중동
20200521,2,20200525,베즐리 청주,흥덕구,복대동
20200511,2,20210830,매일베이커리하우스,흥덕구,복대동
20200722,2,20210715,좋은제과,청원구,오창읍
20200820,2,20200918,파리바게트 청주공항점,청원구,내수읍
20210506,2,20210513,애플베리,흥덕구,복대동
20210604,2,20210817,루빵공장(ROOFTOP BREAD FACTORY),상당구,방서동
20210621,2,20210704,나정빵집,흥덕구,복대동
20180928,2,20191216,팡조우(브레드조우),흥덕구,복대동
20121107,2,20180907,바로구운 빵,서원구,개신동
20200917,2,20210826,쿠키유,흥덕구,봉명동
20200915,2,20210416,청주당 베이커리,서원구,산남동
20201020,2,20210616,미로제과점,청원구,주성동
20201029,2,20201124,그린브라우니 가경점,흥덕구,가경동
20061208,2,20180406,육거리제과,상당구,남문로1가
19991028,2,20080711,성심푸드몰,서원구,사창동
19870626,2,20011130,뉴태극당,서원구,사직동
20090917,2,20111216,블루리본팩토리,상당구,용담동
20101028,2,20170531,홈플러스익스프레스용암점,상당구,용암동
20010531,2,20140801,던킨도너츠분평점,서원구,분평동
19950727,2,20051220,푸른밀베이커리,청원구,율량동
19971001,2,20110427,박황규베이커리,흥덕구,복대동
20110718,2,20140421,좋은빵만들기,서원구,산남동
20011024,2,20061026,그랑프리베이커리,흥덕구,복대동
20011120,2,20090401,빠라디베이커리,상당구,금천동
20011130,2,20060516,나눔베이커리,상당구,금천동
20011211,2,20130204,브로뜨과자점,청원구,내덕동
20011212,2,20110223,케잌속의 사랑,흥덕구,복대동
20011213,2,20090630,하얀풍차,서원구,분평동
20020125,2,20020125,이딸리아베이커리,흥덕구,복대동
20020219,2,20071121,파리베이커리,청원구,율량동
20020220,2,20040326,고려당,서원구,분평동
20020502,2,20030811,오씨엘,흥덕구,복대동
20020503,2,20190402,소풍베이커리,청원구,율량동
20020504,2,20080422,소보로군과 슈크림양,서원구,모충동
20020510,2,20161221,따삐오,상당구,금천동
20020524,2,20070405,빵가마과자점,서원구,개신동
20020529,2,20050517,밀탑베이커리,흥덕구,복대동
20020530,2,20040225,프렌치키스아이스크림,서원구,사창동
20020615,2,20041231,무나키샬레,서원구,분평동
20020720,2,20081120,수아제과,상당구,문의면
20020820,2,20070326,빵마을,서원구,사창동
20020827,2,20060320,크라운베이커리(분평점),서원구,분평동
20020830,2,20070913,(주)크라운베이커리,상당구,용암동
20020903,2,20100615,브리앙뜨베이커리,흥덕구,복대동
20170623,2,20180716,코코브레드,상당구,석교동
20170710,2,20200908,봄브레드(Bom Bread),서원구,죽림동
20170801,2,20190729,봄눈슬듯,흥덕구,복대동
20170807,2,20200701,퐁드깜바뉴,상당구,북문로1가
20170904,2,20180702,미원제과,상당구,미원면
20170918,2,20210219,박종은베이커리,청원구,내수읍
20170926,2,20171011,매그놀리아코리아 충청점,흥덕구,복대동
20171017,2,20181106,기녀밀 애(愛),흥덕구,봉명동
20171113,2,20201008,좋은아침페스츄리오창점,청원구,오창읍
20021022,2,20080225,브레첼베이커리,흥덕구,봉명동
20021126,2,20160615,시장베이커리,흥덕구,복대동
20021127,2,20030515,윌베이커리,서원구,개신동
20021204,2,20070501,크라운베이커리금천점,상당구,금천동
20021217,2,20090831,조코조코베이커리,상당구,용암동
20030116,2,20050825,빵빵한베이커리,흥덕구,가경동
20030128,2,20140818,1004베이커리,청원구,내수읍
20030227,2,20030325,한미식품,흥덕구,봉명동
20030227,2,20030325,한미식품,서원구,수곡동
20030324,2,20050923,뚜레쥬르 청주남문점,상당구,남문로2가
20171121,2,20200102,제이더블유브레드(J.W.BrEAd),서원구,성화동
20180123,2,20200210,디유(D.U),흥덕구,옥산면
20180124,2,20190101,식빵이맛있는집네모(개신점),서원구,개신동
20180213,2,20210219,매일식빵,흥덕구,복대동
20180403,2,20200730,카페롤&브레드대부,청원구,내덕동
20180516,2,20181022,카페롤&브레드대부,청원구,율량동
20180706,2,20200609,국향제과,상당구,북문로2가
20180803,2,20210317,모퉁이제과점,청원구,율량동
20030414,2,20140103,가또쇼콜라(분평점),서원구,분평동
20030414,2,20061128,빵이야기,흥덕구,운천동
20030509,2,20060609,던킨도넛츠,흥덕구,가경동
20030516,2,20110419,우리밀제과,서원구,분평동
20030724,2,20071029,케이크플러스,서원구,개신동
20030730,2,20070220,현대한식품,서원구,사직동
20030801,2,20130708,크라운베이커리 용암덕일점,상당구,용암동
20030806,2,20031105,아이허생과일아이스크림,흥덕구,복대동
20030808,2,20111207,뚜레쥬르 청주금천점,상당구,금천동
20030825,2,20110506,우리밀식품,상당구,용암동
20030904,2,20170714,델리스제과,흥덕구,가경동
20030927,2,20060609,크라운베이커리하복대점,흥덕구,복대동
20031010,2,20031020,빵빵한베이커리,서원구,사직동
20031014,2,20100114,크라운베이커리우성점,서원구,분평동
20031024,2,20120419,쁘띠푸르,상당구,금천동
20031030,2,20051228,케잌카페끌리앙,상당구,남문로2가
20031120,2,20051230,샤르망베이커리,상당구,용담동
20031124,2,20070116,우리밀베이커리,상당구,남문로2가
20031216,2,20140304,크레시앙 베이커리,상당구,용암동
20031217,2,20080422,브로뜨빵,흥덕구,복대동
20031223,2,20051129,해피데이,청원구,율량동
20010321,2,20020927,크라운베이커리운천점,흥덕구,신봉동
20010327,2,20031008,떼르드글라스,서원구,분평동
20010416,2,20060102,크라운베이커리,상당구,남문로2가
20010419,2,20111219,전형구베이커리,청원구,오창읍
20010424,2,20040421,빵집이야기,서원구,사직동
20010509,2,20040528,프랑시앙바게뜨,흥덕구,복대동
20010525,2,20040826,진미당,서원구,분평동
20010628,2,20080213,던킨도너츠사창점,서원구,사창동
20010718,2,20121015,코스모베이커리,청원구,내덕동
20010829,2,20030326,뤼데스하임,서원구,수곡동
20010912,2,20101202,빵굽는동네,상당구,용암동
20140731,2,20150304,봄눈케이크,청원구,오창읍
20140818,2,20150811,바누아투과자점,흥덕구,복대동
20140822,2,20191206,YUNI'S cake(유니스케이크),서원구,사직동
20140912,2,20190705,좋은아침(가경점),흥덕구,가경동
20141014,2,20201103,보미제과,청원구,율량동
20141128,2,20151106,끌리앙스베이커리,서원구,산남동
20141128,2,20160711,앤티앤스,상당구,남문로2가
20141217,2,20201229,꼬마식빵,서원구,수곡동
20141226,2,20191106,김관식빵집,서원구,사창동
20141229,2,20180813,유니크(unique),흥덕구,강서동
20151105,2,20190801,푸름이네 떡케이크.과일모찌,흥덕구,봉명동
20151112,2,20210324,파리바게뜨 청주공항점,청원구,내수읍
20151116,2,20170125,몽's 베이커리,서원구,사직동
20160229,2,20180208,따끈따끈베이커리,상당구,수동
20160321,2,20191231,올리브의달콤베이킹,상당구,용암동
20160329,2,20161007,오븐스토리,서원구,사창동
20160425,2,20170303,고로케공장,서원구,성화동
19990714,2,20060102,우리밀베이커리,상당구,북문로1가
19990728,2,20090210,빵굽는작은마을,흥덕구,가경동
19990729,2,20021008,베테랑베이커리,서원구,수곡동
19990826,2,20180122,본정초콜릿(주)청주,상당구,북문로1가
19990927,2,20060116,동화속의케잌,상당구,용암동
19990930,2,20121205,김태환베이커리,흥덕구,복대동
19991001,2,20010914,임지수베이커리,흥덕구,신봉동
20000502,2,20060127,꿀꺽베이커리,상당구,북문로1가
20000513,2,20070329,그린하우스,상당구,금천동
20000602,2,20060125,디스모아,흥덕구,강서동
20000608,2,20080422,파이루스베이커리,서원구,사창동
20000609,2,20120926,코스모베이커리,청원구,내수읍
20000627,2,20030401,맥문당,흥덕구,가경동
20000707,2,20020102,씽킹빅베이커리,서원구,사직동
20000719,2,20090316,에씨이베이커리,청원구,내수읍
20000727,2,20030725,썬월드,서원구,수곡동
20000918,2,20051230,빠띠사보아용암점,상당구,용암동
20000921,2,20020614,퐁네프베이커리,흥덕구,가경동
20001012,2,20160224,금관베이커리,흥덕구,강내면
20001107,2,20080422,크라운베이커리,서원구,분평동
20001219,2,20030214,빵바라기,흥덕구,복대동
20001219,2,20050321,케익&브레드,서원구,개신동
20010223,2,20041215,라벨리아이스크림할인매장,흥덕구,봉명동
20010303,2,20061023,크로바베이커리,흥덕구,오송읍
20010310,2,20060405,브로뜨과자점,흥덕구,봉명동
20120802,2,20121129,로하디,흥덕구,복대동
20120806,2,20160731,(주)현대그린푸드 베즐리베이커리(충청점),흥덕구,복대동
20120814,2,20160726,BTM(비티엠),흥덕구,복대동
20120814,2,20170504,(주)기야마,흥덕구,복대동
20120823,2,20130410,오븐스토리,서원구,개신동
20120928,2,20130121,Veri very(베리베리),서원구,분평동
19991006,2,20050607,헨젤과그레텔,흥덕구,가경동
19991011,2,20020107,금관베이커리,흥덕구,복대동
19991015,2,20070430,사과나무과자점,상당구,대성동
19991028,2,20210506,뚜레쥬르하복대점,흥덕구,복대동
19991113,2,20070803,밀알빵굽는마을,서원구,사창동
19991118,2,20200601,뚜레쥬르분평점,서원구,분평동
19991126,2,20171229,샤모니베이커리,흥덕구,봉명동
19991201,2,20191126,이국용베이커리,흥덕구,옥산면
19991202,2,20060920,버니도나스,서원구,사직동
20000216,2,20060321,장원제빵,상당구,남문로1가
20000217,2,20090428,아담베이커리,청원구,내덕동
20000217,2,20020627,세원밀타운,서원구,모충동
20000410,2,20030221,브로뜨과자점,흥덕구,운천동
20120217,2,20190214,대농베이커리,청원구,오창읍
20120222,2,20120307,(주)신세계에버세이브엔(와플),서원구,미평동
20120227,2,20200421,데이빗파파,흥덕구,오송읍
20120227,2,20160420,따삐오농협강내점,흥덕구,강내면
20120327,2,20140424,바로구운빵,흥덕구,가경동
20000428,2,20071121,크라운베이커리,서원구,사창동
20121102,2,20140812,오븐스토리,청원구,율량동
20170208,2,20181228,타이완대왕카스테라청주율량점,청원구,율량동
20170210,2,20210324,파리바게트청주공항2호점,청원구,내수읍
20170303,2,20170303,좋은아침,흥덕구,봉명동
20170327,2,20180102,달곰슈가,흥덕구,봉명동
19760303,2,20181226,"케익아카데미 보나뻬띠, 슈가크래프트",청원구,내덕동
19960718,2,20100126,브로뜨과자점,상당구,북문로2가
20120327,2,20170314,애여니의 행복한 빵집,흥덕구,봉명동
20120405,2,20120426,신세계에스브이엔,서원구,미평동
20120412,2,20180227,파리바게뜨 청주개신현대점,흥덕구,복대동
20120413,2,20190507,브랑제리,청원구,율량동
20120413,2,20131029,Humming Sugar(허밍슈가),흥덕구,가경동
20120424,2,20140123,따삐오베이커리,흥덕구,복대동
20120430,2,20120522,크레시앙베이커리,상당구,북문로2가
20120521,2,20180816,몽블랑제 청주성안점 행사매대,상당구,서문동
20120524,2,20120529,크레시앙베이커리,상당구,북문로2가
20160502,2,20160503,비올라,상당구,북문로2가
20170510,2,20170613,뚜레쥬르 가경점,흥덕구,가경동
20170602,2,20170731,베떼엠(BTM),흥덕구,복대동
20070315,2,20110406,쇼콜라떼,서원구,수곡동
20070410,2,20081216,(주)이랜드월드 뺑드프랑스,상당구,서문동
20070412,2,20101207,보네스뻬,서원구,분평동
19760401,2,20011218,대풍제과,서원구,사직동
19810331,2,20131031,크라운베리커리내덕점,청원구,내덕동
19830707,2,20131216,오성당제과,상당구,남문로1가
19840510,2,20131029,에덴베이커리,상당구,미원면
19841122,2,20021007,동화다실,서원구,사직동
19850227,2,20051228,권베이커리,청원구,내덕동
19860122,2,20091109,하얀풍차제과,상당구,남문로1가
19860201,2,20070828,무지개제과,서원구,수곡동
19860910,2,20160421,맘모스베이커리,서원구,수곡동
19861119,2,20020524,궁전제과,흥덕구,복대동
19880326,2,20060127,고려당청주북문로점,상당구,북문로3가
19881005,2,20091117,뚜레즈,청원구,내덕동
19881102,2,20051107,델리베이커리,흥덕구,봉명동
20090409,2,20121023,하나로베이커리,청원구,내수읍
20090413,2,20090430,뚜레쥬르율량중앙점,청원구,율량동
20090413,2,20170911,레몬커피산남점,서원구,산남동
19960905,2,20031020,샹달프과자점,흥덕구,운천동
19961022,2,20030711,르네상스베이커리,흥덕구,복대동
19961023,2,20110412,빵굼터,서원구,모충동
19961119,2,20050131,이딸리앙베이커리,서원구,모충동
19961213,2,20080116,브레드하임,상당구,북문로1가
19970501,2,20021113,빵사랑,서원구,사창동
19970510,2,20031120,크라운베이커리,흥덕구,복대동
19970604,2,20080408,빈베이커리,흥덕구,비하동
19970607,2,20110712,뚜레쥬르(수곡점),서원구,모충동
19970702,2,20060127,월드베이커리,상당구,용암동
19970728,2,20110728,브랑제리로제제과점,상당구,영운동
19970802,2,20030320,샤르망베이커리,서원구,분평동
19970825,2,20030324,정성용베이커리,서원구,분평동
19970919,2,20041231,현베이커리,흥덕구,가경동
19971006,2,20100125,피자프랑스베이커리,흥덕구,가경동
19971127,2,20031013,크라운베이커리,서원구,분평동
19971205,2,20140721,르뽀미에청주율량점,청원구,율량동
19971211,2,20091209,힐튼베이커리,청원구,내수읍
19971216,2,20030325,케익하우스,흥덕구,복대동
19971230,2,20100511,파리바게뜨용암현대점,상당구,용암동
19980105,2,20060804,고려당충북대점,흥덕구,복대동
19980310,2,20060102,코이코스베이커리,청원구,내덕동
19980514,2,20120529,신라방베이커리,상당구,영운동
19980522,2,20190507,브랑제리베이커리,청원구,율량동
19980723,2,20150501,빵굼터(밀알),서원구,모충동
19980727,2,20051014,크라운베이커리,상당구,북문로1가
19980813,2,20160630,뚜레쥬르(청주비하점),흥덕구,비하동
19980819,2,20060102,케익타운,상당구,서문동
19980826,2,20040806,쟝글제과,서원구,모충동
19980908,2,20100122,충청샌드팜,흥덕구,강내면
19981016,2,20070927,휘난새베이커리,서원구,분평동
19981215,2,20060118,프레쉬베이커리,흥덕구,강내면
19990219,2,20040719,베이커리라벨리아이스크림전문할인점,서원구,수곡동
19990220,2,20060102,고려당,청원구,율량동
20160530,2,20160928,바닐라슈가앤케익,흥덕구,가경동
20160720,2,20190626,안셈,청원구,율량동
20160728,2,20160822,뚜레쥬르(청주 서원대점),서원구,모충동
20160811,2,20180806,삼송빵집 현대백화점 충청점,흥덕구,복대동
20160817,2,20161116,한솔베이커리,청원구,내덕동
20161104,2,20181119,마마롤,흥덕구,복대동
20161226,2,20170612,대왕카스테라,흥덕구,복대동
20070601,2,20120413,크라운베이커리,서원구,산남동
20070604,2,20130228,가토주니,서원구,사창동
20070621,2,20081209,빠리팡스과자점,상당구,용암동
20070913,2,20210401,델리스(상당점),상당구,용암동
20070920,2,20151215,야무진손만두,서원구,개신동
20071012,2,20111208,뚜레쥬르(충북대점),서원구,사창동
20071102,2,20150907,던킨도너츠,서원구,산남동
20071210,2,20110309,정항우케잌,서원구,산남동
20080104,2,20161110,포레베이커리,청원구,율량동
20080212,2,20110329,카카오아일,서원구,수곡동
20080514,2,20170907,자연드림용담점,상당구,용담동
20080519,2,20120808,올리브베이커리,흥덕구,가경동
20090508,2,20100406,메리하트,흥덕구,가경동
20090608,2,20171204,몽블랑제(MonBoulanger),서원구,개신동
20090702,2,20100401,(주)조선호텔베이커리데이앤데이청주점2,서원구,미평동
20090707,2,20120104,GS25청주복대점,흥덕구,복대동
20090728,2,20170315,와타빈청주점,상당구,북문로2가
20090903,2,20160125,해피베이커리,서원구,사창동
20090918,2,20120104,바이미,서원구,산남동
20091022,2,20180118,뚜레쥬르성화(2),서원구,성화동
20091023,2,20161123,뚜레쥬르가경신라점,흥덕구,가경동
20121105,2,20121119,아이쿱청주생협분평점,서원구,분평동
20121107,2,20141211,준베이커리,서원구,사창동
20110321,2,20180409,(주)좋은아침 베이커리,서원구,사창동
20110405,2,20110406,파리바게뜨산남대원점,서원구,산남동
20110408,2,20110413,청주명문도너츠,흥덕구,가경동
20110408,2,20190520,파리바게뜨분평주은,서원구,분평동
20110414,2,20170823,빚은청주가경점,흥덕구,가경동
20110414,2,20121227,롱코니,서원구,모충동
20110415,2,20130131,몽마,상당구,금천동
20110428,2,20120111,파리바게뜨충북대병원점,서원구,개신동
